key	scope	ko	en
home.popup.close	home	닫기	Close
home.popup.dialog.aria	home	ev.or.kr 캠페인·정책 안내 슬라이더	ev.or.kr campaign and policy slider
home.popup.hidetoday	home	오늘하루 열지않기	Don't show today
home.popup.indicators.aria	home	배너 인디케이터	Banner indicators
home.popup.next.aria	home	다음 배너	Next banner
home.popup.pause	home	정지	Pause
home.popup.prev.aria	home	이전 배너	Previous banner
home.quick.contact.desc	home	담당자 연락처·민원 안내	Contacts and inquiry guidance
home.quick.contact.title	home	지자체 문의처	Regional Contact
home.quick.eyebrow	home	QUICK ACCESS	QUICK ACCESS
home.quick.grade.desc	home	차량번호로 내 차 등급 조회	Check by license plate
home.quick.grade.title	home	저공해 등급 확인	Emission Grade
home.quick.kev.desc	home	기업전환 프로그램 가입	Corporate transition program
home.quick.kev.title	home	K-EV100 참여 신청	Join K-EV100
home.quick.region.desc	home	지자체별 보조금 현황 조회	Check subsidies by region
home.quick.region.title	home	우리 지역 보조금	Regional Subsidy
home.quick.title	home	자주 찾는 서비스	Frequently Used Services
home.s7.basis.member	home	회원가	Member
home.s7.basis.nonmember	home	비회원가	Non-member
home.s7.basis.roaming	home	로밍가	Roaming
home.s7.filter.basis	home	요금기준:	Rate Basis:
home.s7.filter.speed	home	충전유형:	Charger Type:
home.s7.speed.fast	home	급속	Fast
home.s7.speed.slow	home	완속	Slow
home.s7.speed.ultra	home	초급속	Ultra-fast
home.s7.sub	home	주요 충전사업자의 회원가<strong>·</strong>로밍가·비회원가를 한눈에 비교하세요.	Compare member, roaming, and non-member rates of major charging operators at a glance.
home.s7.tab.card	home	카드비교	Card View
home.s7.tab.detail	home	상세비교	Detail View
home.s7.title	home	충전 요금 비교	Charging Fee Comparison
home.s7.viewall	home	충전요금 비교 전체 보기	View Full Comparison
info.bc.home	common	홈	Home
lang.label.en	common	English	English
lang.label.ko	common	한국어	한국어
lang.menu.aria	common	언어 선택	Select language
lang.name.en	common	영어	English
lang.name.ko	common	한국어	Korean
lang.switched.en	common	영어로 전환되었습니다	Switched to English
lang.switched.ko	common	한국어로 전환되었습니다	Switched to Korean
mega.charging.card	common	충전 카드 관리	Charging Card
mega.charging.card.apply	common	회원카드 신청·발급조회	Apply / Check Card
mega.charging.card.edit	common	카드 정보 수정	Edit Card Info
mega.charging.card.history	common	이용요금·명세서 조회	Usage & Statements
mega.charging.card.point	common	충전 포인트	Charging Points
mega.charging.fee	common	충전 요금 안내	Charging Fees
mega.charging.fee.ev	common	전기차 충전요금 안내	EV Charging Fees
mega.charging.fee.h2	common	수소차 충전요금 안내	H2 Charging Fees
mega.charging.fee.sim	common	내 충전요금 시뮬레이터	Fee Simulator
mega.charging.find	common	충전소 찾기	Find Stations
mega.charging.find.map	common	통합 지도 (전기+수소)	Integrated Map (EV + H2)
mega.charging.find.near	common	내 주변 충전소	Nearby Stations
mega.charging.find.route	common	경로 검색	Route Search
mega.charging.h2	common	수소충전소 Help Desk	H2 Station Help Desk
mega.charging.h2.report	common	수소충전소 장애 신고	Report H2 Station Issue
mega.charging.h2.status	common	운영 현황 안내	Operation Status
mega.charging.install	common	충전시설 설치	Install Chargers
mega.charging.install.contest	common	완속/급속 공모 신청	Slow/Fast Charger Procurement
mega.charging.install.moto	common	전기이륜차 충전시설 공모	E-Motorbike Charger Procurement
mega.charging.install.products	common	완속충전기 제품 안내	Slow Charger Products
mega.charging.install.slow	common	공용 완속충전 시설 신청	Public Slow Charger Application
mega.community.ai	common	AI 헬프데스크	AI Help Desk
mega.community.ai.charge	common	장애 대응 안내	Issue Response
mega.community.ai.personal	common	AI 맞춤 상담	AI Personalized
mega.community.ai.subsidy	common	보조금 큐레이터	Subsidy Curator
mega.community.inquiry	common	민원·문의	Inquiries
mega.community.inquiry.complaint	common	불편 민원 신고	Complaints
mega.community.inquiry.faq	common	FAQ (자주 묻는 질문)	FAQ
mega.community.inquiry.qna	common	질의응답(건의사항)	Q&A / Suggestions
mega.community.inquiry.report	common	보조금 부적정집행 신고	Subsidy Misuse Report
mega.community.inquiry.status	common	민원 처리 현황 조회	Complaint Status
mega.community.notice	common	알림·공지	Notices
mega.community.notice.data	common	공개자료	Public Materials
mega.community.notice.keeper	common	전기차 충전소 지킴이 활동	Charging Station Stewards
mega.community.notice.list	common	공지사항	Notices
mega.community.notice.press	common	보도자료	Press Releases
mega.community.notice.promo	common	홍보자료	Promotional Materials
mega.data.dashboard	common	통계 대시보드	Statistics Dashboard
mega.data.infra	common	충전 인프라 현황	Charging Infrastructure
mega.data.k100	common	K-EV100 전환 현황	K-EV100 Transition
mega.data.open	common	공개 데이터	Open Data
mega.data.open.download	common	데이터 다운로드	Data Download
mega.data.open.list	common	공개 데이터 목록	Open Data List
mega.data.subsidy	common	보조금 집행 현황	Subsidy Disbursement
mega.data.supply	common	무공해차 보급 현황	ZEV Adoption Status
mega.data.tindex	common	충전 사업자 T-INDEX	Operator T-INDEX
mega.data.trend	common	시장·정책 동향	Market & Policy Trends
mega.data.trend.market	common	무공해차 시장 동향	ZEV Market Trends
mega.data.trend.policy	common	정책 추진 현황	Policy Progress
mega.data.trend.region	common	지역별 보급 현황	Regional Adoption
mega.info.enc.battery	common	배터리 정보	Battery Info
mega.info.enc.beginner	common	초보자 가이드	Beginner Guide
mega.info.enc.ev	common	전기차 소개	About EVs
mega.info.enc.glossary	common	용어사전	Glossary
mega.info.enc.h2	common	수소차 소개	About FCEVs
mega.info.encyclopedia	common	무공해차 백과	EV Encyclopedia
mega.info.library	common	자료실	Library
mega.info.library.form	common	서식 다운로드	Forms Download
mega.info.library.general	common	일반 자료실	General Library
mega.info.library.manual	common	사용자 매뉴얼	User Manuals
mega.info.regulation	common	규정·가이드라인	Regulations & Guidelines
mega.info.regulation.cert	common	인증 기준 안내	Certification Standards
mega.info.regulation.law	common	법령·지침·규정·가이드라인	Laws & Guidelines
mega.info.site	common	사이트 안내	Site Info
mega.info.site.privacy	common	개인정보처리방침	Privacy Policy
mega.info.site.sitemap	common	사이트맵	Sitemap
mega.info.site.terms	common	이용약관	Terms of Service
mega.purchase.compare	common	차량 비교	Vehicle Comparison
mega.purchase.compare.tco	common	총소유비용(TCO) 계산	TCO Calculator
mega.purchase.compare.tool	common	차종 비교 도구	Vehicle Comparison Tool
mega.purchase.kev100	common	K-EV100 (기업전환)	K-EV100 (Corporate)
mega.purchase.kev100.about	common	K-EV100 소개	About K-EV100
mega.purchase.kev100.benefits	common	참여 혜택·지원	Benefits & Support
mega.purchase.kev100.companies	common	참여기업 현황	Participating Companies
mega.purchase.kev100.process	common	참여 방법·절차	Participation Process
mega.purchase.public	common	공모·신청	Public Procurement
mega.purchase.public.bus	common	전기승합차 공모 신청	Electric Bus Procurement
mega.purchase.public.const	common	무공해 건설기계 공모	ZEV Construction Equipment
mega.purchase.public.contact	common	지자체 문의처 안내	Regional Contacts
mega.purchase.subsidy	common	무공해차 구매보조금 안내	EV Purchase Subsidy
mega.purchase.subsidy.region	common	지자체별 보조금 현황	Subsidies by Region
mega.purchase.subsidy.target	common	보조금 지원 대상·신청절차	Eligibility & Application
mega.purchase.subsidy.vehicles	common	보조금 지급대상 차종	Eligible Vehicles
mega.purchase.tax	common	세제·정보 안내	Tax Benefits
mega.purchase.tax.grade	common	내 차 저공해 등급 확인	Vehicle Emission Grade
mega.purchase.tax.integrated	common	세제 정보 통합 안내	Tax Information
mega.purchase.tax.region	common	지역별 추가 혜택	Regional Benefits
mp.business.alert	mypage	<strong>업무지원시스템 이용 안내 ·</strong> 각 항목의 <strong>[이용신청]</strong>을 클릭하면 승인 후 사용할 수 있습니다.	<strong>Workspace Access Guide ·</strong> Click <strong>[Request Access]</strong> on each item; available after approval.
mp.business.t1	mypage	의무 구매·임차제<br>이용신청	Mandatory Purchase/Lease<br>Access
mp.business.t10	mypage	표지발급<br>이용신청	Label Issuance<br>Access
mp.business.t2	mypage	급속 충전시설<br>지점관리 이용신청	Fast Charger<br>Site Management
mp.business.t3	mypage	완속 충전시설<br>지점관리 이용신청	Slow Charger<br>Site Management
mp.business.t4	mypage	통합관리시스템<br>이용신청	Integrated System<br>Access
mp.business.t5	mypage	무공해차 보조금<br>지원시스템 이용신청	ZEV Subsidy System<br>Access
mp.business.t6	mypage	완속충전기 설치보조금<br>지원시스템 이용신청	Slow Charger Subsidy System<br>Access
mp.business.t7	mypage	브랜드사업 설치보조금<br>지원 이용신청	Brand Business Subsidy<br>Access
mp.business.t8	mypage	보급목표제<br>이용신청	Adoption Target<br>Access
mp.business.t9	mypage	수소차 충전인프라	Hydrogen Infrastructure
mp.business.tag.apply	mypage	이용신청	Request Access
mp.business.tag.approved	mypage	승인완료	Approved
mp.card.account.a1	mypage	네이버 계정 연결	Link Naver Account
mp.card.account.a2	mypage	카카오 계정 연결	Link Kakao Account
mp.card.account.a3	mypage	간편 인증 관리	Simple Auth Management
mp.card.account.desc	mypage	소셜 계정 연동 및 간편 인증을 설정하세요	Link social accounts and configure simple authentication
mp.card.account.tag	mypage	계정 연결	Linked Accounts
mp.card.account.title	mypage	계정 연결	Linked Accounts
mp.card.basic.a1	mypage	회원 정보 조회·수정	View / Edit Profile
mp.card.basic.a2	mypage	비밀번호 변경	Change Password
mp.card.basic.a3	mypage	알림 설정 (이메일/SMS)	Notification Settings (Email/SMS)
mp.card.basic.desc	mypage	회원 정보 확인 및 알림 설정을 관리하세요	Manage your profile and notification settings
mp.card.basic.tag	mypage	기본 정보	Basic Info
mp.card.basic.title	mypage	기본 정보	Basic Info
mp.card.card.a1	mypage	회원카드 정보 조회	View Card Info
mp.card.card.a2	mypage	카드 정보 수정	Edit Card Info
mp.card.card.a3	mypage	카드 분실 신고·재발급	Report Lost / Reissue Card
mp.card.card.desc	mypage	등록한 카드 확인, 수정, 분실 신고를 처리하세요	View, edit, or report lost charging cards
mp.card.card.tag	mypage	충전 카드	Charging Card
mp.card.card.title	mypage	충전 카드 관리	Charging Card Management
mp.card.fav.a1	mypage	자주 쓰는 충전소 즐겨찾기	Favorite Stations
mp.card.fav.a2	mypage	충전 이력 통계	Charging History Stats
mp.card.fav.desc	mypage	즐겨찾는 충전소를 관리하고 이용 통계를 확인하세요	Manage favorite stations and view usage statistics
mp.card.fav.tag	mypage	나의 충전소	My Stations
mp.card.fav.title	mypage	나의 충전소	My Charging Stations
mp.card.inquiry.a1	mypage	민원 처리 현황 조회	View Inquiry Status
mp.card.inquiry.a2	mypage	내 질문·답변 이력	My Q&A History
mp.card.inquiry.desc	mypage	접수한 민원의 진행 단계를 타임라인으로 확인합니다	Check the progress of submitted inquiries on a timeline
mp.card.inquiry.done	mypage	완료	Completed
mp.card.inquiry.inprog	mypage	진행 중	In progress
mp.card.inquiry.tag	mypage	민원	Inquiry
mp.card.inquiry.title	mypage	민원 처리 현황	Inquiry Status
mp.card.public.a1	mypage	공모 신청 내역	Procurement Applications
mp.card.public.desc	mypage	전기승합·건설기계·충전시설 공모 진행 현황	Status for bus, construction equipment, and charger procurement
mp.card.public.inprog	mypage	진행 중	In progress
mp.card.public.stage	mypage	심사 단계	Review Stage
mp.card.public.tag	mypage	공모	Procurement
mp.card.public.title	mypage	공모 신청	Procurement Application
mp.card.subsidy.a1	mypage	신청 내역 전체보기	View All Applications
mp.card.subsidy.desc	mypage	접수 · 심사 · 지급 단계를 실시간으로 확인합니다	Track submission, review, and disbursement stages in real time
mp.card.subsidy.inprog	mypage	진행 중	In progress
mp.card.subsidy.recent	mypage	최근 신청 2026.04.18	Latest: 2026.04.18
mp.card.subsidy.tag	mypage	보조금	Subsidy
mp.card.subsidy.title	mypage	보조금 신청 현황	Subsidy Application Status
mp.card.use.a1	mypage	이용요금 조회	View Usage Fees
mp.card.use.a2	mypage	충전 명세서 조회	View Charging Statements
mp.card.use.a3	mypage	충전 포인트 현황	Charging Point Status
mp.card.use.desc	mypage	요금 조회, 이용 내역 및 포인트 현황을 확인하세요	Check fees, usage history, and point status
mp.card.use.tag	mypage	이용 내역	Usage History
mp.card.use.title	mypage	충전 이용 내역	Charging Usage History
mp.card.withdraw.a1	mypage	회원 탈퇴 신청	Submit Withdrawal Request
mp.card.withdraw.desc	mypage	서비스 탈퇴를 원하시면 아래에서 신청해주세요	Submit a withdrawal request below to leave the service
mp.card.withdraw.tag	mypage	회원 탈퇴	Withdraw
mp.card.withdraw.title	mypage	회원 탈퇴	Withdraw Membership
mp.contact.note	mypage	문의 사항이 있으신가요? <a href="inquiry.html">고객센터</a>로 연락해 주세요.	Have a question? Please contact our <a href="inquiry.html">Customer Center</a>.
mp.hero.avatar	mypage	홍	H
mp.hero.chip.joined	mypage	가입일 2022.03.15	Joined 2022.03.15
mp.hero.chip.lastlogin	mypage	최근 접속 2026.05.10	Last login 2026.05.10
mp.hero.chip.personal	mypage	일반 회원	Personal Member
mp.hero.greeting	mypage	반갑습니다	Welcome
mp.hero.name.suffix	mypage	회원님	
